,model,price,rating,rat1,rat2,processor,processor_core,ram,memory,gpu,resolution,os,warranty
838,Panasonic Toughbook 40 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹3,74,990",72,0,0,11th Gen Intel Core i5 1145G7 vPro,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty,Backlit Keyboard
839,Asus ROG Strix G15 G513RM-HF328WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,37,990",80,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
840,HP 15s-eq1561AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹34,800",0,55,0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon Radeon,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
841,Lenovo Thinkbook 14 Gen 2 20VD011CIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹74,400",0,51,0,10th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
842,Asus ROG Zephyrus M16 GU603ZM-K8034WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,74,990",85,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,512 GB SSD,6 GB ‎NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
843,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹67,490",72,0,0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
844,Asus TUF Gaming F15 FX506HC-HN119W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹78,990",66,0,0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
845,HP Victus 15-fa0351TX Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹83,699",61,0,0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
846,Asus ROG Strix G15 G513QR-HF302WS Gaming Laptop (Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,46,990",81,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
847,HP Pavilion x360 14-dy0212TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹49,990",0,54,0,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated Iris Xe Graphics,"14 inches, 1366 x 768 pixels, Touch Screen",Windows OS,1 Year Warranty
848,Lenovo Thinkpad P15s 20W7S1H800 Laptop (11th Gen Core i7/ 32GB/ 1TB SSD/ Win10 Pro/ 4GB Graph),"₹1,68,990",76,0,0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",32 GB DDR4 RAM,1 TB SSD,4 GB  Nvidia Quadro T500,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,3 Year Warranty
849,HP Pavilion x360 14-ek0088TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹92,890",62,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
850,HP 14s-dq3037tu Laptop (Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),"₹25,990",0,45,0,Intel Celeron  N4500,Dual Core,8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
851,Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop (AMD Ryzen 5-5500U/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹61,399",68,0,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
852,Acer Aspire 3 A314-22 NX.HVVSI.007 Laptop (AMD 3020e/ 4GB/ 1TB HDD/ Win11 Home),"₹25,999",0,48,0,AMD 3020e,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,AMD Radeon AMD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
853,Asus Vivobook S14 Flip 2022 TN3402QA-LZ511WS Laptop (AMD Ryzen 5-5600H/ 16GB/ 512GB SSD/Win11),"₹74,900",66,0,0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
854,Asus Vivobook 15 2022 X1502ZA-EJ302WS Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹41,950",0,51,0,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
855,Dell Inspiron 3525 Laptop (AMD Ryzen 3 3250U/ 8GB/ 1TB 256GB SSD/ Win11),"₹43,400",60,0,0,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
856,HP 15s-ey1508AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹31,990",0,55,0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon Radeon,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
857,Lenovo ThinkPad T14  20W0S1HW00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),"₹1,51,000",67,0,0,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB  RAM,512 GB SSD,2 GB NVIDIA MX450,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
858,Asus ROG Flow X16 2022 GV601RW-M5045WS Gaming Laptop (Ryzen 7 6800HS/ 32GB/ 1TB SSD/ Win11 / 8GB Graph),"₹2,79,990",0,0,0,6th Gen AMD Ryzen 9  6800HS,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
859,Lenovo Ideapad Gaming 3 82K201UMIN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 / 4GB Graph),"₹80,990",67,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
860,Dell Vostro 5625 laptop (AMD Ryzen 7-5825U/ 16GB/ 512GB SSD/ Win 11),"₹71,590",61,0,0,5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
861,Asus Vivobook Pro 15 M3500QC-L901WS Gaming Laptop (Ryzen 9 5900HX/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹91,990",0,59,0,5th Gen AMD Ryzen 9  5900HX,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
862,HP 14s-dy2507TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹38,489",0,55,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
863,Lenovo IdeaPad Gaming 3 82K101A4IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,990",60,0,0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
864,Fujitsu CH FPC02548LK Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹54,990",62,0,0,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
865,Lenovo IdeaPad 3 82RK0064IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹56,990",60,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
866,Fujitsu UH-X FPC02568LK Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",65,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
867,Lenovo Ideapad Gaming 3 82K201UKIN Laptop (Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,450",67,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
868,Dell Alienware M15 ICC-C780001WIN8 Laptop ( AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹1,46,899",69,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
869,Lenovo IdeaPad Gaming 3 82K1019AIN Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹68,000",72,0,0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
870,HP Pavilion 14-eh0025TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹80,070",65,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2240 x 1400 pixels",Windows 11 OS,1 Year Warranty
871,HP Spectre X360 16-f1003TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,13,000",76,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris X Graphics,"16 inches, 3072 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
872,HP Pavilion 14-eh0021TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹76,990",66,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2240 x 1400 pixels",Windows 11 OS,1 Year Warranty
873,Lenovo IdeaPad 3 14ITL6 82H701DYIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹38,990",0,50,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
874,Dell Vostro 3525 Laptop (AMD Ryzen7 5825U/ 8GB/ 512GB SSD/ Win11),"₹57,990",67,0,0,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
875,Asus TUF Gaming F15 FX506HC-HN362WS Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹88,990",73,0,0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
876,Asus ROG Flow X13 GV301RC-LJ022WS Gaming Laptop (AMD Ryzen 7 6800HS / 16GB/ 1TB SSD/ Win11 Home/4GB Graph),"₹1,44,990",75,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,AMD Radeon AMD,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
877,Asus TUF Gaming F15 FX506LHB-HN357W Gaming Laptop (10th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹58,990",61,0,0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce GTX GTX-1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
878,Asus ROG Zephyrus G14 2022 GA402RK-L8148WS Gaming Laptop (AMD Ryzen 9 6900HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,91,990",87,0,0,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB AMD Radeon RX 6800S,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
879,Asus ROG Flow X13 GV301RE-LJ199WS Gaming Laptop (AMD Ryzen 7 6800HS / 32GB/ 1TB SSD/ Win11/ 4 GB Graph),"₹1,67,990",82,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",32 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"13.4 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
880,Asus ROG Zephyrus G14 GA402RJ-L8182WS Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,58,990",80,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB AMD Radeon RX 6700S,"14 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
881,Asus ROG Flow X16 2022 GV601RE-M6012WS Gaming Laptop (Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11 / 4GB Graph),"₹1,51,990",82,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
882,Asus ROG Flow X13 GV301RA-LI030WS  Gaming Laptop (AMD Ryzen 7 6800HS / 16GB/ 1TB SSD/ Win11 Home),"₹2,24,990",81,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,AMD Radeon AMD,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
883,Asus ROG Flow X13 GV301RE-LI201WS Gaming Laptop (AMD Ryzen 7 6800HS / 32GB/ 1TB SSD/ Win11/ 4 GB Graph),"₹1,75,990",84,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",32 GB LPDDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
884,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,990",86,0,0,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
885,Asus ROG Zephyrus G15 2022 GA503RM-HQ111WS Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,57,044",84,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
886,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LB226WS Gaming Laptop ( AMD 9 6900HX/ 32GB/ 2TB SSD/ Win11 / 16GB Graph),"₹3,96,990",0,0,0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"16 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty
887,Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop (Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11 / 6GB Graph),"₹1,71,990",82,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
888,Asus ROG Zephyrus G15 2022 GA503RM-LN143WS Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,57,990",84,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
889,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop ( AMD 9 6900HX/ 32GB/ 2TB SSD/ Win11 / 16GB Graph),"₹3,91,990",0,0,0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
890,Asus ROG Zephyrus G15 2022 GA503RM-HQ142WS Gaming Laptop (AMD Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,57,990",84,0,0,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
891,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LS228WS Gaming Laptop ( AMD 9 6900HX/ 32GB/ 2TB SSD/ Win11 / 16GB Graph),"₹3,61,990",0,0,0,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
892,Asus ROG Zephyrus G15 2022 GA503RS-HQ027WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,11,990",84,0,0,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3080,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
893,HP 15s-fr2514TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Windows 11 Home),"₹36,450",0,44,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
894,MSI Thin GF63 11UC-867IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹65,990",67,0,0,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
895,HP Pavilion x360 14-ek0078TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,990",60,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
896,HP Pavilion x360 14-ek0092TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹99,999",61,0,0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
897,Asus ROG Zephyrus G15 GA503RW-LN066WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,89,990",86,0,0,6th Gen AMD Ryzen 9  6900HS​,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070Ti,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
898,Dell Inspiron 7620 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹88,990",0,59,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
899,Asus Vivobook Flip 14 TP3402ZA-LZ511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹79,990",71,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
900,Asus Zenbook Flip 14 OLED UP5401ZA-KN501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹86,990",65,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
901,Asus Vivobook Flip 14 TP3402ZA-LZ501WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹74,990",62,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
902,HP 15s-fq2672TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,450",61,0,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
903,HP 15s-fq2674TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,450",0,57,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
904,Asus TUF Gaming A17 FA706IC-HX036W Laptop (Ryzen 7 4800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹67,990",68,0,0,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
905,Acer Aspire 3 A315-23 UN.HVTSI.013 Laptop (Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹34,800",0,54,0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
906,Lenovo Legion 5 Pro 82JD005LIN Gaming Laptop (11th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,92,990",75,0,0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",32 GB DDR4 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"16 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
907,Lenovo IdeaPad Gaming 3 82K101EEIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹64,990",63,0,0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
908,Dell Inspiron 3511 D560803WIN9B Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11),"₹57,100",0,56,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS
